Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,10114001,true,Rx,0,8,61,81,69,61,89,69,78,91,
0,10114001,true,Rx,0,8,69,61,99,69,60,E1,68,61,
0,10114001,true,Rx,0,8,E9,68,61,F1,68,61,F9,68,
0,10114001,true,Rx,0,8,61,C1,68,61,C9,68,61,D1,
0,10114001,true,Rx,0,8,68,61,A1,68,6B,A9,68,B5,
0,10114001,true,Rx,0,8,A6,B1,DF,67,B1,68,61,B9,
0,10214001,true,Rx,0,4,68,61,33,76,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00440306,true,Rx,0,8,07,AA,02,05,00,F4,2C,00,
0,00840306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C40306,true,Rx,0,8,07,03,13,00,02,01,19,00,
0,01040306,true,Rx,0,8,02,43,90,00,00,00,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,05,01,50,00,26,A7,00,00,
0,00430342,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830342,true,Rx,0,8,07,00,00,00,00,00,03,42,
0,00C30342,true,Rx,0,8,05,01,50,00,32,57,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,01,50,00,24,4F,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,03,21,01,60,1F,00,00,
0,00440308,true,Rx,0,8,07,AA,02,0A,00,37,2C,00,
0,00840308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C40308,true,Rx,0,8,07,03,22,01,02,00,00,00,
0,01040308,true,Rx,0,8,07,00,00,00,00,00,53,FC,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2E,00,
0,00831403,true,Rx,0,8,07,00,00,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,01,75,14,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,00,
0,00861403,true,Rx,0,8,07,26,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,00,03,00,B9,00,
0,01061403,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01461403,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01861403,true,Rx,0,7,06,00,00,00,00,F8,EF,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,01,
0,00861406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,01,02,01,B8,01,
0,01061406,true,Rx,0,8,07,01,01,01,01,01,01,01,
0,01461406,true,Rx,0,8,07,01,01,01,01,01,01,01,
0,01861406,true,Rx,0,7,06,01,01,01,01,5F,E4,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,05,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,05,06,05,BC,05,05,
0,10114001,true,Rx,0,8,05,05,05,05,05,05,05,05,
0,10114001,true,Rx,0,8,05,05,05,05,05,05,05,05,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,00,
0,10214001,true,Rx,0,3,05,C0,76,00,00,00,00,00,
0,008B0314,true,Rx,0,8,07,26,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,00,10,A4,00,00,
0,010B0314,true,Rx,0,8,07,00,00,00,00,1F,CC,00,
0,014B0314,true,Rx,0,8,07,00,25,F2,FF,FF,33,17,
0,018B0314,true,Rx,0,8,07,00,00,55,00,00,00,19,
0,01CB0314,true,Rx,0,8,07,01,C3,0C,00,00,C0,0C,
0,020B0314,true,Rx,0,8,07,00,00,1B,18,D9,4D,00,
0,024B0314,true,Rx,0,8,07,00,B8,13,00,00,00,00,
0,028B0314,true,Rx,0,8,07,00,00,00,00,00,00,E4,
0,02CB0314,true,Rx,0,8,01,D5,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,01,
0,00860306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,01,02,01,B8,01,
0,01060306,true,Rx,0,8,07,01,01,01,01,01,01,01,
0,01460306,true,Rx,0,8,07,01,01,01,01,01,01,01,
0,01860306,true,Rx,0,8,06,01,01,01,01,5F,E4,00,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,00,01,00,01,00,
0,01450306,true,Rx,0,8,02,AC,04,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,02,
0,008D1403,true,Rx,0,8,07,26,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,03,47,02,4A,55,
0,010D1403,true,Rx,0,8,07,37,33,58,49,4A,36,51,
0,014D1403,true,Rx,0,8,07,44,37,52,32,3A,37,31,
0,018D1403,true,Rx,0,8,07,49,02,03,02,03,05,01,
0,01CD1403,true,Rx,0,8,07,02,07,00,03,02,07,02,
0,020D1403,true,Rx,0,8,07,02,02,02,02,02,01,03,
0,024D1403,true,Rx,0,8,07,03,E6,0E,02,FD,FD,FD,
0,028D1403,true,Rx,0,8,07,0D,5C,02,02,02,02,5A,
0,02CD1403,true,Rx,0,8,07,00,02,02,BB,02,02,02,
0,030D1403,true,Rx,0,8,07,02,02,02,02,02,02,02,
0,034D1403,true,Rx,0,4,03,02,A7,56,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,03,
0,008D1406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,02,46,03,4B,54,
0,010D1406,true,Rx,0,8,07,36,32,59,48,4B,37,50,
0,014D1406,true,Rx,0,8,07,45,36,53,33,3B,36,30,
0,018D1406,true,Rx,0,8,07,48,03,02,03,02,04,00,
0,01CD1406,true,Rx,0,8,07,03,06,01,02,03,06,03,
0,020D1406,true,Rx,0,8,07,03,03,03,03,03,00,02,
0,024D1406,true,Rx,0,8,07,02,E7,0F,03,FC,FC,FC,
0,028D1406,true,Rx,0,8,07,0C,5D,03,03,03,03,5B,
0,02CD1406,true,Rx,0,8,07,01,03,03,BA,03,03,03,
0,030D1406,true,Rx,0,8,07,03,03,03,03,03,03,03,
0,034D1406,true,Rx,0,4,03,03,E8,89,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,06,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,07,43,06,4E,51,33,
0,10114001,true,Rx,0,8,37,5C,4D,4E,32,55,40,33,
0,10114001,true,Rx,0,8,56,36,3E,33,35,4D,06,07,
0,10114001,true,Rx,0,8,06,07,01,05,06,03,04,07,
0,10114001,true,Rx,0,8,06,03,06,06,06,06,06,06,
0,10114001,true,Rx,0,8,05,07,07,E2,0A,06,F9,F9,
0,10114001,true,Rx,0,8,F9,09,58,06,06,06,06,5E,
0,10114001,true,Rx,0,8,04,06,06,BF,06,06,06,06,
0,10114001,true,Rx,0,8,06,06,06,06,06,06,06,00,
0,10214001,true,Rx,0,1,87,00,00,00,00,00,00,00,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,02,
0,00960314,true,Rx,0,8,07,26,09,00,01,4B,03,14,
0,00D60314,true,Rx,0,8,07,03,2F,03,86,02,50,31,
0,01160314,true,Rx,0,8,07,31,33,58,49,40,37,51,
0,01560314,true,Rx,0,8,07,45,3B,54,33,36,33,31,
0,01960314,true,Rx,0,8,07,FD,FD,FD,FD,03,70,00,
0,01D60314,true,Rx,0,8,07,09,00,03,02,09,00,00,
0,02160314,true,Rx,0,8,07,03,00,02,CA,02,02,00,
0,02560314,true,Rx,0,8,07,05,D7,D5,02,02,02,02,
0,02960314,true,Rx,0,8,07,02,02,03,02,00,F7,AF,
0,02D60314,true,Rx,0,8,07,C8,43,1B,1F,CE,02,02,
0,03160314,true,Rx,0,8,07,27,F0,FD,FD,02,03,02,
0,03560314,true,Rx,0,8,07,02,02,03,02,02,02,03,
0,03960314,true,Rx,0,8,07,02,02,02,02,02,02,02,
0,03D60314,true,Rx,0,8,07,02,02,02,02,02,02,02,
0,04160314,true,Rx,0,8,07,02,02,02,02,02,02,02,
0,04560314,true,Rx,0,8,07,02,02,02,02,02,02,02,
0,04960314,true,Rx,0,8,07,02,02,02,02,02,02,02,
0,04D60314,true,Rx,0,8,07,02,02,02,02,19,1A,22,
0,05160314,true,Rx,0,8,07,4C,02,02,31,15,02,02,
0,05560314,true,Rx,0,8,07,57,02,02,02,66,16,02,
0,05960314,true,Rx,0,8,03,66,EF,80,00,00,00,00,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,03,
0,008D0306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00CD0306,true,Rx,0,8,07,03,2F,02,46,03,4B,54,
0,010D0306,true,Rx,0,8,07,36,32,59,48,4B,37,50,
0,014D0306,true,Rx,0,8,07,45,36,53,33,3B,36,30,
0,018D0306,true,Rx,0,8,07,48,03,02,03,02,04,00,
0,01CD0306,true,Rx,0,8,07,03,06,01,02,03,06,03,
0,020D0306,true,Rx,0,8,07,03,03,03,03,03,00,02,
0,024D0306,true,Rx,0,8,07,02,E7,0F,03,FC,FC,FC,
0,028D0306,true,Rx,0,8,07,0C,5D,03,03,03,03,5B,
0,02CD0306,true,Rx,0,8,07,01,03,03,BA,03,03,03,
0,030D0306,true,Rx,0,8,07,03,03,03,03,03,03,03,
0,034D0306,true,Rx,0,8,03,03,E8,89,00,00,00,00,
0,00430306,true,Rx,0,8,07,AA,02,02,00,9F,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,06,03,10,01,01,99,28,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00430342,true,Rx,0,8,07,AA,02,01,00,A0,2F,85,
0,00830342,true,Rx,0,8,07,11,A1,21,AC,06,03,42,
0,00C30342,true,Rx,0,8,05,03,19,84,12,11,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,04,
0,00861403,true,Rx,0,8,07,26,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,04,07,04,BE,04,
0,01061403,true,Rx,0,8,07,04,04,04,04,04,04,04,
0,01461403,true,Rx,0,8,07,04,04,04,04,04,04,04,
0,01861403,true,Rx,0,7,06,04,04,04,04,51,32,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,05,
0,00861406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,05,06,05,BF,05,
0,01061406,true,Rx,0,8,07,05,05,05,05,05,05,05,
0,01461406,true,Rx,0,8,07,05,05,05,05,05,05,05,
0,01861406,true,Rx,0,7,06,05,05,05,05,F6,39,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,07,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,07,04,07,BD,07,07,
0,10114001,true,Rx,0,8,07,07,07,07,07,07,07,07,
0,10114001,true,Rx,0,8,07,07,07,07,07,07,07,07,
0,10214001,true,Rx,0,3,07,71,92,00,00,00,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,06,
0,00831406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,07,1F,80,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,04,
0,008B0314,true,Rx,0,8,07,26,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,04,14,A0,04,04,
0,010B0314,true,Rx,0,8,07,04,04,04,04,1B,C8,04,
0,014B0314,true,Rx,0,8,07,04,21,F6,FB,FB,37,13,
0,018B0314,true,Rx,0,8,07,04,04,51,04,04,04,1D,
0,01CB0314,true,Rx,0,8,07,05,C7,08,04,04,C4,08,
0,020B0314,true,Rx,0,8,07,04,04,1F,1C,DD,49,04,
0,024B0314,true,Rx,0,8,07,04,BC,17,04,04,04,04,
0,028B0314,true,Rx,0,8,07,04,04,04,04,04,04,A9,
0,02CB0314,true,Rx,0,8,01,CB,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,05,
0,00860306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,05,06,05,BF,05,
0,01060306,true,Rx,0,8,07,05,05,05,05,05,05,05,
0,01460306,true,Rx,0,8,07,05,05,05,05,05,05,05,
0,01860306,true,Rx,0,8,06,05,05,05,05,F6,39,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,06,
0,00830306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,03,27,07,1F,80,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00440306,true,Rx,0,8,07,AA,02,05,00,F4,2C,00,
0,00840306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C40306,true,Rx,0,8,07,03,13,00,02,01,19,00,
0,01040306,true,Rx,0,8,02,43,90,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,07,
0,00861403,true,Rx,0,8,07,26,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,07,04,07,BD,07,
0,01061403,true,Rx,0,8,07,07,07,07,07,07,07,07,
0,01461403,true,Rx,0,8,07,07,07,07,07,07,07,07,
0,01861403,true,Rx,0,7,06,07,07,07,07,9C,2E,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,08,
0,00861406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,08,0B,08,B2,08,
0,01061406,true,Rx,0,8,07,08,08,08,08,08,08,08,
0,01461406,true,Rx,0,8,07,08,08,08,08,08,08,08,
0,01861406,true,Rx,0,7,06,08,08,08,08,78,81,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,08,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,08,0B,08,B2,08,08,
0,10114001,true,Rx,0,8,08,08,08,08,08,08,08,08,
0,10114001,true,Rx,0,8,08,08,08,08,08,08,08,08,
0,10214001,true,Rx,0,3,08,47,FE,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,07,
0,008B0314,true,Rx,0,8,07,26,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,07,17,A3,07,07,
0,010B0314,true,Rx,0,8,07,07,07,07,07,18,CB,07,
0,014B0314,true,Rx,0,8,07,07,22,F5,F8,F8,34,10,
0,018B0314,true,Rx,0,8,07,07,07,52,07,07,07,1E,
0,01CB0314,true,Rx,0,8,07,06,C4,0B,07,07,C7,0B,
0,020B0314,true,Rx,0,8,07,07,07,1C,1F,DE,4A,07,
0,024B0314,true,Rx,0,8,07,07,BF,14,07,07,07,07,
0,028B0314,true,Rx,0,8,07,07,07,07,07,07,07,1C,
0,02CB0314,true,Rx,0,8,01,93,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,08,
0,00860306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,08,0B,08,B2,08,
0,01060306,true,Rx,0,8,07,08,08,08,08,08,08,08,
0,01460306,true,Rx,0,8,07,08,08,08,08,08,08,08,
0,01860306,true,Rx,0,8,06,08,08,08,08,78,81,00,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,00,01,00,01,00,
0,01450306,true,Rx,0,8,02,AC,04,00,00,00,00,00,
0,00480306,true,Rx,0,8,07,AA,02,21,00,0E,2F,00,
0,00880306,true,Rx,0,8,07,00,00,00,02,00,03,06,
0,00C80306,true,Rx,0,8,07,03,0D,01,00,00,00,00,
0,01080306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01480306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01880306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01C80306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,02080306,true,Rx,0,8,02,38,8A,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,09,
0,008D1403,true,Rx,0,8,07,26,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,08,4C,09,41,5E,
0,010D1403,true,Rx,0,8,07,3C,38,53,42,41,3D,5A,
0,014D1403,true,Rx,0,8,07,4F,3C,59,39,31,3C,3A,
0,018D1403,true,Rx,0,8,07,42,09,08,09,08,0E,0A,
0,01CD1403,true,Rx,0,8,07,09,0C,0B,08,09,0C,09,
0,020D1403,true,Rx,0,8,07,09,09,09,09,09,0A,08,
0,024D1403,true,Rx,0,8,07,08,ED,05,09,F6,F6,F6,
0,028D1403,true,Rx,0,8,07,06,56,09,09,09,09,51,
0,02CD1403,true,Rx,0,8,07,0B,09,09,B3,09,09,09,
0,030D1403,true,Rx,0,8,07,09,09,09,09,09,09,09,
0,034D1403,true,Rx,0,4,03,09,3F,06,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,0A,
0,008D1406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,0B,4F,0A,42,5D,
0,010D1406,true,Rx,0,8,07,3F,3B,50,41,42,3E,59,
0,014D1406,true,Rx,0,8,07,4C,3F,5A,3A,32,3F,39,
0,018D1406,true,Rx,0,8,07,41,0A,0B,0A,0B,0D,09,
0,01CD1406,true,Rx,0,8,07,0A,0F,08,0B,0A,0F,0A,
0,020D1406,true,Rx,0,8,07,0A,0A,0A,0A,0A,09,0B,
0,024D1406,true,Rx,0,8,07,0B,EE,06,0A,F5,F5,F5,
0,028D1406,true,Rx,0,8,07,05,55,0A,0A,0A,0A,52,
0,02CD1406,true,Rx,0,8,07,08,0A,0A,B0,0A,0A,0A,
0,030D1406,true,Rx,0,8,07,0A,0A,0A,0A,0A,0A,0A,
0,034D1406,true,Rx,0,4,03,0A,73,98,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,09,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,08,4C,09,41,5E,3C,
0,10114001,true,Rx,0,8,38,53,42,41,3D,5A,4F,3C,
0,10114001,true,Rx,0,8,59,39,31,3C,3A,42,09,08,
0,10114001,true,Rx,0,8,09,08,0E,0A,09,0C,0B,08,
0,10114001,true,Rx,0,8,09,0C,09,09,09,09,09,09,
0,10114001,true,Rx,0,8,0A,08,08,ED,05,09,F6,F6,
0,10114001,true,Rx,0,8,F6,06,56,09,09,09,09,51,
0,10114001,true,Rx,0,8,0B,09,09,B3,09,09,09,09,
0,10114001,true,Rx,0,8,09,09,09,09,09,09,09,37,
0,10214001,true,Rx,0,1,2B,00,00,00,00,00,00,00,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,09,
0,00960314,true,Rx,0,8,07,26,09,00,01,4B,03,14,
0,00D60314,true,Rx,0,8,07,03,2F,08,8D,09,5B,3A,
0,01160314,true,Rx,0,8,07,3A,38,53,42,4B,3C,5A,
0,01560314,true,Rx,0,8,07,4E,30,5F,38,3D,38,3A,
0,01960314,true,Rx,0,8,07,F6,F6,F6,F6,08,7B,0B,
0,01D60314,true,Rx,0,8,07,02,0B,08,09,02,0B,0B,
0,02160314,true,Rx,0,8,07,08,0B,09,C1,09,09,0B,
0,02560314,true,Rx,0,8,07,0E,DC,DE,09,09,09,09,
0,02960314,true,Rx,0,8,07,09,09,08,09,0B,A7,AA,
0,02D60314,true,Rx,0,8,07,C3,48,10,14,C5,09,09,
0,03160314,true,Rx,0,8,07,2C,FB,F6,F6,09,08,09,
0,03560314,true,Rx,0,8,07,09,09,08,09,09,09,08,
0,03960314,true,Rx,0,8,07,09,09,09,09,09,09,09,
0,03D60314,true,Rx,0,8,07,09,09,09,09,09,09,09,
0,04160314,true,Rx,0,8,07,09,09,09,09,09,09,09,
0,04560314,true,Rx,0,8,07,09,09,09,09,09,09,09,
0,04960314,true,Rx,0,8,07,09,09,09,09,09,09,09,
0,04D60314,true,Rx,0,8,07,09,09,09,09,12,11,29,
0,05160314,true,Rx,0,8,07,47,09,09,3A,1E,09,09,
0,05560314,true,Rx,0,8,07,5C,09,09,09,6D,1D,09,
0,05960314,true,Rx,0,8,03,6D,82,FE,00,00,00,00,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,0A,
0,008D0306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00CD0306,true,Rx,0,8,07,03,2F,0B,4F,0A,42,5D,
0,010D0306,true,Rx,0,8,07,3F,3B,50,41,42,3E,59,
0,014D0306,true,Rx,0,8,07,4C,3F,5A,3A,32,3F,39,
0,018D0306,true,Rx,0,8,07,41,0A,0B,0A,0B,0D,09,
0,01CD0306,true,Rx,0,8,07,0A,0F,08,0B,0A,0F,0A,
0,020D0306,true,Rx,0,8,07,0A,0A,0A,0A,0A,09,0B,
0,024D0306,true,Rx,0,8,07,0B,EE,06,0A,F5,F5,F5,
0,028D0306,true,Rx,0,8,07,05,55,0A,0A,0A,0A,52,
0,02CD0306,true,Rx,0,8,07,08,0A,0A,B0,0A,0A,0A,
0,030D0306,true,Rx,0,8,07,0A,0A,0A,0A,0A,0A,0A,
0,034D0306,true,Rx,0,8,03,0A,73,98,00,00,00,00,
0,00430306,true,Rx,0,8,07,AA,02,02,00,9F,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,06,03,10,01,01,99,28,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,0B,
0,00831403,true,Rx,0,8,07,26,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,0B,A2,D5,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,0C,
0,00831406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,0C,F9,AF,00,00,
0,00430314,true,Rx,0,8,07,AA,02,01,00,A0,2E,0B,
0,00830314,true,Rx,0,8,07,26,09,00,01,4B,03,14,
0,00C30314,true,Rx,0,8,05,01,50,0A,EB,65,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,0C,
0,00830306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,01,50,0C,F9,AF,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,0D,
0,00861403,true,Rx,0,8,07,26,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,0D,0E,0D,B7,0D,
0,01061403,true,Rx,0,8,07,0D,0D,0D,0D,0D,0D,0D,
0,01461403,true,Rx,0,8,07,0D,0D,0D,0D,0D,0D,0D,
0,01861403,true,Rx,0,7,06,0D,0D,0D,0D,32,64,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,0E,
0,00861406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,0E,0D,0E,B4,0E,
0,01061406,true,Rx,0,8,07,0E,0E,0E,0E,0E,0E,0E,
0,01461406,true,Rx,0,8,07,0E,0E,0E,0E,0E,0E,0E,
0,01861406,true,Rx,0,7,06,0E,0E,0E,0E,E2,B8,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,0A,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,0A,09,0A,B0,0A,0A,
0,10114001,true,Rx,0,8,0A,0A,0A,0A,0A,0A,0A,0A,
0,10114001,true,Rx,0,8,0A,0A,0A,0A,0A,0A,0A,0A,
0,10214001,true,Rx,0,3,0A,B2,29,00,00,00,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,0F,
0,00831406,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,0E,F1,1A,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,0D,
0,008B0314,true,Rx,0,8,07,26,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,0D,1D,A9,0D,0D,
0,010B0314,true,Rx,0,8,07,0D,0D,0D,0D,12,C1,0D,
0,014B0314,true,Rx,0,8,07,0D,28,FF,F2,F2,3E,1A,
0,018B0314,true,Rx,0,8,07,0D,0D,58,0D,0D,0D,14,
0,01CB0314,true,Rx,0,8,07,0C,CE,01,0D,0D,CD,01,
0,020B0314,true,Rx,0,8,07,0D,0D,16,15,D4,40,0D,
0,024B0314,true,Rx,0,8,07,0D,B5,1E,0D,0D,0D,0D,
0,028B0314,true,Rx,0,8,07,0D,0D,0D,0D,0D,0D,A1,
0,02CB0314,true,Rx,0,8,01,00,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,0E,
0,00860306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,0E,0D,0E,B4,0E,
0,01060306,true,Rx,0,8,07,0E,0E,0E,0E,0E,0E,0E,
0,01460306,true,Rx,0,8,07,0E,0E,0E,0E,0E,0E,0E,
0,01860306,true,Rx,0,8,06,0E,0E,0E,0E,E2,B8,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,0F,
0,00830306,true,Rx,0,8,07,26,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,03,27,0E,F1,1A,00,00,
0,10014001,true,Rx,0,8,AA,03,00,00,DE,2D,0B,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,00,
0,10214001,true,Rx,0,4,01,05,A6,2B,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,00,00,DE,2D,0C,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,00,
0,10214001,true,Rx,0,4,01,41,53,D3,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,00,00,DE,2D,0D,E7,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,00,
0,10214001,true,Rx,0,4,20,02,F7,B1,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
